customerID,churn_probability,risk_band,recommended_action
2468-sjflm,0.8526,High,Offer retention discount immediately
3181-vthoe,0.1148,Low,No action required
7168-hdqhg,0.0956,Low,No action required
4803-axvyp,0.7571,High,Offer retention discount immediately
3884-hcswg,0.7199,High,Offer retention discount immediately
4567-akpia,0.3677,Low,No action required
5077-dxtcg,0.8269,High,Offer retention discount immediately
1142-waczw,0.5862,Medium,Send personalized engagement email
7901-hxjva,0.6256,Medium,Send personalized engagement email
5649-anrml,0.8693,High,Offer retention discount immediately
4892-vlanz,0.5832,Medium,Send personalized engagement email
5924-ifqtt,0.7418,High,Offer retention discount immediately
7968-quxns,0.1103,Low,No action required
2919-hbcjo,0.786,High,Offer retention discount immediately
4236-xpxav,0.8721,High,Offer retention discount immediately
8903-wmrnw,0.7008,High,Offer retention discount immediately
2452-snhfz,0.4624,Medium,Send personalized engagement email
3629-weaam,0.394,Low,No action required
6029-csmje,0.3848,Low,No action required
7993-nqlje,0.5421,Medium,Send personalized engagement email
9909-dfrja,0.3781,Low,No action required
9099-ftuhs,0.4297,Medium,Send personalized engagement email
0581-bxbub,0.7722,High,Offer retention discount immediately
4962-chqpw,0.0511,Low,No action required
9467-roolm,0.0909,Low,No action required
3030-yzadt,0.4422,Medium,Send personalized engagement email
7410-ktvfv,0.4319,Medium,Send personalized engagement email
5150-itwwb,0.8918,High,Offer retention discount immediately
2253-kpmnb,0.0958,Low,No action required
1345-zukid,0.0715,Low,No action required
6429-shbcb,0.4918,Medium,Send personalized engagement email
9281-ofdmf,0.653,Medium,Send personalized engagement email
2603-hvkcg,0.7295,High,Offer retention discount immediately
1834-wuleg,0.0497,Low,No action required
9097-zubyc,0.3924,Low,No action required
5148-orict,0.0873,Low,No action required
4893-gyuju,0.0653,Low,No action required
4578-phjyz,0.2187,Low,No action required
7272-qdcka,0.4225,Medium,Send personalized engagement email
8908-slfcj,0.081,Low,No action required
8393-dlhga,0.7577,High,Offer retention discount immediately
9766-hgede,0.0681,Low,No action required
6968-mhomu,0.142,Low,No action required
7395-igjos,0.6223,Medium,Send personalized engagement email
5044-xdpyx,0.0732,Low,No action required
1814-wfgvs,0.0417,Low,No action required
2834-spcjv,0.5605,Medium,Send personalized engagement email
3721-wkiil,0.0661,Low,No action required
6734-ckrsm,0.3563,Low,No action required
1265-zfosd,0.0917,Low,No action required
6568-pocui,0.3468,Low,No action required
7890-vyywg,0.7148,High,Offer retention discount immediately
5197-lqxxh,0.0677,Low,No action required
9907-swkkf,0.7855,High,Offer retention discount immediately
3457-pqbyh,0.0476,Low,No action required
7682-azndk,0.6746,Medium,Send personalized engagement email
0587-dmgbh,0.6522,Medium,Send personalized engagement email
5384-zttwp,0.214,Low,No action required
3745-hrphi,0.0921,Low,No action required
7636-owbpg,0.5419,Medium,Send personalized engagement email
1231-yndek,0.0435,Low,No action required
1407-digzv,0.0325,Low,No action required
6397-jnzzg,0.4123,Medium,Send personalized engagement email
0570-bfqht,0.7738,High,Offer retention discount immediately
4393-obcrr,0.0793,Low,No action required
3523-qrqll,0.1794,Low,No action required
8564-ldkfl,0.489,Medium,Send personalized engagement email
3696-dfhhb,0.0994,Low,No action required
0895-dqhew,0.6852,Medium,Send personalized engagement email
4717-ghadl,0.1609,Low,No action required
5501-tvmgm,0.8211,High,Offer retention discount immediately
5879-hmffh,0.0483,Low,No action required
6772-wfqrd,0.0577,Low,No action required
3810-dvdqq,0.0736,Low,No action required
6972-snkkw,0.2472,Low,No action required
3694-gltjm,0.371,Low,No action required
8550-xsxuq,0.1537,Low,No action required
8149-rsoun,0.9345,High,Offer retention discount immediately
9055-mojjj,0.0981,Low,No action required
4359-innwn,0.0639,Low,No action required
0585-egdda,0.6844,Medium,Send personalized engagement email
4032-rmhci,0.1239,Low,No action required
0549-cycqn,0.1846,Low,No action required
3481-jhuzh,0.681,Medium,Send personalized engagement email
7250-eqkiy,0.6434,Medium,Send personalized engagement email
3594-ivhjz,0.4276,Medium,Send personalized engagement email
6869-fgjjc,0.1271,Low,No action required
3896-zvnet,0.065,Low,No action required
8205-vslrb,0.1098,Low,No action required
5960-mvtuk,0.7514,High,Offer retention discount immediately
6817-wtyhe,0.6161,Medium,Send personalized engagement email
3082-vqxnh,0.5797,Medium,Send personalized engagement email
4013-ubxwq,0.8028,High,Offer retention discount immediately
4931-trzwn,0.7414,High,Offer retention discount immediately
0750-ekngl,0.2559,Low,No action required
7669-lcrsd,0.459,Medium,Send personalized engagement email
3567-pqtso,0.4795,Medium,Send personalized engagement email
5519-nphvg,0.8497,High,Offer retention discount immediately
8043-pnysd,0.0449,Low,No action required
9938-ekrgf,0.5405,Medium,Send personalized engagement email
2703-amtul,0.1175,Low,No action required
0928-jmxnp,0.7408,High,Offer retention discount immediately
8173-rxayp,0.053,Low,No action required
4825-xjgdm,0.1055,Low,No action required
5402-htotq,0.4932,Medium,Send personalized engagement email
6734-jdttv,0.0464,Low,No action required
7850-thjmu,0.0511,Low,No action required
3890-rtcms,0.4776,Medium,Send personalized engagement email
8849-gyokr,0.3984,Low,No action required
3148-blqjt,0.5832,Medium,Send personalized engagement email
3717-fdjfu,0.0714,Low,No action required
3665-jatsn,0.6231,Medium,Send personalized engagement email
7966-yotqw,0.4955,Medium,Send personalized engagement email
0461-cvkmu,0.5589,Medium,Send personalized engagement email
8806-eagwc,0.6051,Medium,Send personalized engagement email
8853-tzdgh,0.1053,Low,No action required
7779-lgovn,0.8636,High,Offer retention discount immediately
4324-bzckl,0.4723,Medium,Send personalized engagement email
6924-tdgmt,0.0811,Low,No action required
9710-zushq,0.6968,Medium,Send personalized engagement email
1536-yhdoe,0.1918,Low,No action required
8123-qbnaz,0.6456,Medium,Send personalized engagement email
3629-znkxa,0.8329,High,Offer retention discount immediately
4827-ltqrj,0.2457,Low,No action required
7711-yijwc,0.0911,Low,No action required
5482-vxsxj,0.6385,Medium,Send personalized engagement email
7365-bvcjh,0.8064,High,Offer retention discount immediately
9620-enejv,0.6748,Medium,Send personalized engagement email
4183-wcsep,0.6901,Medium,Send personalized engagement email
2378-yizka,0.0741,Low,No action required
5498-txhlf,0.5687,Medium,Send personalized engagement email
0689-dsxgl,0.4481,Medium,Send personalized engagement email
6818-djxaa,0.8526,High,Offer retention discount immediately
9722-ujojr,0.6007,Medium,Send personalized engagement email
0464-wjtko,0.0222,Low,No action required
8902-zeovf,0.0507,Low,No action required
6778-eicrf,0.132,Low,No action required
2662-nntdk,0.0545,Low,No action required
4132-kalro,0.8896,High,Offer retention discount immediately
3902-foigh,0.8894,High,Offer retention discount immediately
6772-ksatr,0.9235,High,Offer retention discount immediately
7112-opotk,0.5002,Medium,Send personalized engagement email
2874-yxvva,0.7079,High,Offer retention discount immediately
1245-harps,0.0653,Low,No action required
4210-qfjmf,0.858,High,Offer retention discount immediately
4323-elyyb,0.0618,Low,No action required
4293-etkap,0.1284,Low,No action required
6064-pupmc,0.1277,Low,No action required
6504-vblfl,0.2016,Low,No action required
6322-pjjdj,0.4086,Medium,Send personalized engagement email
0330-bgyze,0.3201,Low,No action required
1085-ldwam,0.0418,Low,No action required
7586-zatgz,0.6896,Medium,Send personalized engagement email
7197-vojmm,0.1143,Low,No action required
3318-osats,0.7365,High,Offer retention discount immediately
5828-avipd,0.5823,Medium,Send personalized engagement email
1843-tlsgd,0.0632,Low,No action required
9626-vfrgg,0.5716,Medium,Send personalized engagement email
7075-bndvq,0.5085,Medium,Send personalized engagement email
9143-canjf,0.4036,Medium,Send personalized engagement email
7284-buyec,0.6082,Medium,Send personalized engagement email
2041-jijci,0.697,Medium,Send personalized engagement email
1086-lxkfy,0.845,High,Offer retention discount immediately
4900-msomt,0.0529,Low,No action required
2229-vwqjh,0.3705,Low,No action required
9194-gfvoi,0.1486,Low,No action required
1336-ezfzy,0.2896,Low,No action required
4282-msacw,0.3275,Low,No action required
1403-lklik,0.0478,Low,No action required
2636-alxxz,0.9313,High,Offer retention discount immediately
7774-ojsxi,0.562,Medium,Send personalized engagement email
7786-wbjyi,0.7369,High,Offer retention discount immediately
0136-ifmyd,0.4068,Medium,Send personalized engagement email
5144-tvglp,0.6637,Medium,Send personalized engagement email
9643-avvwi,0.8473,High,Offer retention discount immediately
0253-zteob,0.2319,Low,No action required
2706-qzihy,0.0916,Low,No action required
6061-pqhmk,0.0539,Low,No action required
9885-csmwe,0.9098,High,Offer retention discount immediately
6137-mfajn,0.4735,Medium,Send personalized engagement email
9122-umrob,0.5832,Medium,Send personalized engagement email
4232-jgkiy,0.5083,Medium,Send personalized engagement email
2402-tairz,0.251,Low,No action required
9659-ztwsm,0.3384,Low,No action required
9139-twbas,0.1145,Low,No action required
6685-gbwjz,0.101,Low,No action required
5016-ettff,0.4293,Medium,Send personalized engagement email
3866-mdtub,0.8013,High,Offer retention discount immediately
2195-vvrjf,0.4543,Medium,Send personalized engagement email
3913-rdsjz,0.0994,Low,No action required
8058-jmeqo,0.8636,High,Offer retention discount immediately
4203-qgnza,0.1516,Low,No action required
5043-trzwm,0.8655,High,Offer retention discount immediately
0697-zmsws,0.8735,High,Offer retention discount immediately
7657-dyepj,0.1643,Low,No action required
9494-bdnnc,0.3091,Low,No action required
1640-plfmp,0.9056,High,Offer retention discount immediately
5366-obvmr,0.4319,Medium,Send personalized engagement email
8276-mqbyc,0.7346,High,Offer retention discount immediately
7644-omvmy,0.1529,Low,No action required
7593-xfkdi,0.6847,Medium,Send personalized engagement email
4573-jknae,0.0745,Low,No action required
0337-cnpze,0.7412,High,Offer retention discount immediately
9817-aplhw,0.4533,Medium,Send personalized engagement email
8380-mqinp,0.0476,Low,No action required
0840-dfezh,0.8309,High,Offer retention discount immediately
1513-xnpph,0.8265,High,Offer retention discount immediately
8690-zvlcl,0.0911,Low,No action required
6015-vvhhe,0.8384,High,Offer retention discount immediately
1125-snvck,0.4274,Medium,Send personalized engagement email
0384-lpite,0.1388,Low,No action required
4616-ewbnj,0.067,Low,No action required
6347-dcuik,0.7325,High,Offer retention discount immediately
1335-hqmkx,0.2273,Low,No action required
2545-ebupk,0.8739,High,Offer retention discount immediately
6923-aqonu,0.0524,Low,No action required
2172-ejxvf,0.2761,Low,No action required
0897-fegmu,0.8775,High,Offer retention discount immediately
7663-rgwbc,0.7368,High,Offer retention discount immediately
1120-bmwub,0.4776,Medium,Send personalized engagement email
9124-lhcjq,0.8945,High,Offer retention discount immediately
4536-pleqy,0.7765,High,Offer retention discount immediately
7029-ijejk,0.1513,Low,No action required
8871-jlmhm,0.1151,Low,No action required
2235-zgkpt,0.4959,Medium,Send personalized engagement email
3891-puqod,0.7575,High,Offer retention discount immediately
5447-vytkw,0.2849,Low,No action required
3623-fqbox,0.2435,Low,No action required
0689-nkylf,0.8256,High,Offer retention discount immediately
8659-hdiye,0.4099,Medium,Send personalized engagement email
3658-kibgf,0.8131,High,Offer retention discount immediately
3474-bafsj,0.123,Low,No action required
5519-yldgw,0.8294,High,Offer retention discount immediately
3865-zfzib,0.0673,Low,No action required
1855-agawh,0.4395,Medium,Send personalized engagement email
7109-cqyuz,0.118,Low,No action required
1370-ggawx,0.4086,Medium,Send personalized engagement email
4680-kutaj,0.6386,Medium,Send personalized engagement email
5307-uvgnb,0.3111,Low,No action required
4946-edsew,0.1923,Low,No action required
2883-ilgwo,0.6117,Medium,Send personalized engagement email
2516-vqrrv,0.7937,High,Offer retention discount immediately
7580-ugxnc,0.6868,Medium,Send personalized engagement email
3642-byhdo,0.0298,Low,No action required
9629-nhxfw,0.5897,Medium,Send personalized engagement email
2696-rzvzw,0.0545,Low,No action required
5766-ftrts,0.0483,Low,No action required
0396-hujbp,0.2872,Low,No action required
5178-lmxop,0.9383,High,Offer retention discount immediately
8879-zkjof,0.1346,Low,No action required
6285-ftqbf,0.0233,Low,No action required
8185-upybr,0.8376,High,Offer retention discount immediately
4585-hetai,0.8193,High,Offer retention discount immediately
7526-bezqb,0.861,High,Offer retention discount immediately
1474-juwsm,0.2202,Low,No action required
3530-crzsb,0.2421,Low,No action required
8498-xxgwa,0.2953,Low,No action required
9617-ingjy,0.8433,High,Offer retention discount immediately
0621-tssmu,0.0515,Low,No action required
7234-kmnrq,0.1334,Low,No action required
7636-pepns,0.1198,Low,No action required
4683-wydou,0.3767,Low,No action required
9052-dhnkm,0.1895,Low,No action required
6794-hkiaj,0.384,Low,No action required
5578-nkcxi,0.2538,Low,No action required
1642-hmarx,0.1531,Low,No action required
3096-wpxbt,0.3289,Low,No action required
8434-pnqzx,0.1818,Low,No action required
5950-aaagj,0.5651,Medium,Send personalized engagement email
4299-opxej,0.062,Low,No action required
4951-ukaaq,0.8704,High,Offer retention discount immediately
9618-lfjru,0.284,Low,No action required
6693-djwty,0.1233,Low,No action required
0744-gknge,0.4342,Medium,Send personalized engagement email
6447-egdiv,0.0614,Low,No action required
1167-oyzjf,0.0511,Low,No action required
2108-ykqty,0.5301,Medium,Send personalized engagement email
4806-dxqce,0.3542,Low,No action required
4918-qlliw,0.5952,Medium,Send personalized engagement email
7056-imhcc,0.7307,High,Offer retention discount immediately
4854-ssltn,0.1907,Low,No action required
5294-dmsfh,0.6041,Medium,Send personalized engagement email
4837-pztic,0.1351,Low,No action required
1625-jaiiy,0.2442,Low,No action required
0603-olqdc,0.6334,Medium,Send personalized engagement email
3272-vuhpv,0.4295,Medium,Send personalized engagement email
4176-fxybo,0.5983,Medium,Send personalized engagement email
1063-dhqjf,0.1354,Low,No action required
8663-updgf,0.3966,Low,No action required
6719-fgedo,0.0906,Low,No action required
1837-yquce,0.1107,Low,No action required
2947-domlj,0.6532,Medium,Send personalized engagement email
4112-lueiz,0.8653,High,Offer retention discount immediately
0369-zgovk,0.1508,Low,No action required
4510-himlv,0.9245,High,Offer retention discount immediately
9919-knpoo,0.7875,High,Offer retention discount immediately
8749-jmnkx,0.6107,Medium,Send personalized engagement email
7872-baazr,0.058,Low,No action required
9391-lmann,0.334,Low,No action required
2430-usgxp,0.7951,High,Offer retention discount immediately
8174-tbvcf,0.183,Low,No action required
1698-xfzci,0.3998,Low,No action required
1877-hkbqx,0.2184,Low,No action required
4450-dllmh,0.7735,High,Offer retention discount immediately
0428-axxlj,0.0685,Low,No action required
2746-dijlo,0.1884,Low,No action required
5955-erihd,0.7875,High,Offer retention discount immediately
0917-ezola,0.147,Low,No action required
3508-vlhcz,0.0538,Low,No action required
4086-atnfv,0.1392,Low,No action required
0468-yrpxn,0.6524,Medium,Send personalized engagement email
5996-nrvxr,0.2908,Low,No action required
3739-ybwab,0.1416,Low,No action required
7047-fweya,0.5071,Medium,Send personalized engagement email
2000-mpkca,0.4748,Medium,Send personalized engagement email
9762-yaqaa,0.1728,Low,No action required
5949-ebsqk,0.5069,Medium,Send personalized engagement email
5473-khbps,0.3325,Low,No action required
0100-duvfc,0.4405,Medium,Send personalized engagement email
5397-tupsh,0.1322,Low,No action required
8950-mtznv,0.7368,High,Offer retention discount immediately
0326-vdyxe,0.4078,Medium,Send personalized engagement email
6773-lqtvt,0.3823,Low,No action required
7274-rtapz,0.9326,High,Offer retention discount immediately
0436-twffz,0.0927,Low,No action required
8566-yprgl,0.6351,Medium,Send personalized engagement email
0311-unpff,0.6115,Medium,Send personalized engagement email
6609-mxjhj,0.0773,Low,No action required
2669-oidsd,0.6265,Medium,Send personalized engagement email
8400-wzicq,0.3745,Low,No action required
3834-xuifc,0.8283,High,Offer retention discount immediately
9576-syuhj,0.6838,Medium,Send personalized engagement email
0410-ipfty,0.598,Medium,Send personalized engagement email
2831-ebwrn,0.7085,High,Offer retention discount immediately
9430-nkqly,0.0313,Low,No action required
8414-myshr,0.8873,High,Offer retention discount immediately
0247-sluji,0.5532,Medium,Send personalized engagement email
9402-orrah,0.8111,High,Offer retention discount immediately
6483-oatdn,0.4639,Medium,Send personalized engagement email
1293-hhshj,0.0614,Low,No action required
4840-orqxb,0.6278,Medium,Send personalized engagement email
7599-fkvxz,0.6575,Medium,Send personalized engagement email
3982-dqlus,0.5607,Medium,Send personalized engagement email
8610-zikjj,0.0774,Low,No action required
3756-vnwdh,0.4224,Medium,Send personalized engagement email
7801-kicao,0.7343,High,Offer retention discount immediately
7673-lprny,0.2501,Low,No action required
8229-tniqa,0.6082,Medium,Send personalized engagement email
6060-qbmgv,0.0465,Low,No action required
7339-pogzn,0.5945,Medium,Send personalized engagement email
2828-slqpf,0.4319,Medium,Send personalized engagement email
4465-vdkiq,0.632,Medium,Send personalized engagement email
2921-xwdjh,0.7166,High,Offer retention discount immediately
6221-avqyl,0.7735,High,Offer retention discount immediately
2558-buozz,0.2769,Low,No action required
9257-azmtz,0.0502,Low,No action required
0003-mknfe,0.4422,Medium,Send personalized engagement email
0975-uydtx,0.1423,Low,No action required
7743-exurx,0.6054,Medium,Send personalized engagement email
4682-blbuc,0.2351,Low,No action required
0975-voovl,0.5797,Medium,Send personalized engagement email
5968-vxzlg,0.6919,Medium,Send personalized engagement email
5569-kgjhx,0.8036,High,Offer retention discount immediately
4988-iqigl,0.9263,High,Offer retention discount immediately
5201-frkks,0.4406,Medium,Send personalized engagement email
9799-cayjj,0.8103,High,Offer retention discount immediately
7730-iutdz,0.6691,Medium,Send personalized engagement email
0426-tirne,0.6398,Medium,Send personalized engagement email
5443-scmkx,0.3889,Low,No action required
8295-kmene,0.1208,Low,No action required
6738-iscbm,0.2354,Low,No action required
9821-besnz,0.4478,Medium,Send personalized engagement email
3678-mngzx,0.0378,Low,No action required
1335-ntiuc,0.6023,Medium,Send personalized engagement email
2916-bqzln,0.7683,High,Offer retention discount immediately
4558-cgycz,0.304,Low,No action required
2368-gakkq,0.3275,Low,No action required
8710-yglwg,0.7368,High,Offer retention discount immediately
3199-xgzcy,0.8188,High,Offer retention discount immediately
3785-ktysh,0.0742,Low,No action required
6814-zpwfq,0.0732,Low,No action required
4063-eiknq,0.2781,Low,No action required
6993-ycobk,0.2804,Low,No action required
5206-hpjkm,0.4319,Medium,Send personalized engagement email
7587-rznme,0.7675,High,Offer retention discount immediately
0748-rdggm,0.3449,Low,No action required
8393-jmvmb,0.5832,Medium,Send personalized engagement email
5019-gqvcr,0.7189,High,Offer retention discount immediately
6036-ttfyu,0.2354,Low,No action required
2550-aevru,0.1884,Low,No action required
0969-rgkcu,0.0541,Low,No action required
0378-cjkpv,0.0735,Low,No action required
4706-axvkm,0.7961,High,Offer retention discount immediately
5889-jtmul,0.6863,Medium,Send personalized engagement email
9026-rnujs,0.6933,Medium,Send personalized engagement email
3746-eubyr,0.8526,High,Offer retention discount immediately
2332-efbjy,0.296,Low,No action required
2880-fpnae,0.8457,High,Offer retention discount immediately
1703-mgiab,0.456,Medium,Send personalized engagement email
4311-qttai,0.0715,Low,No action required
9474-phlyd,0.6255,Medium,Send personalized engagement email
4318-rajvy,0.0886,Low,No action required
2165-voegb,0.3546,Low,No action required
3612-yungg,0.2457,Low,No action required
2254-dlxri,0.8701,High,Offer retention discount immediately
5062-cjjkh,0.1217,Low,No action required
9028-lihrp,0.0898,Low,No action required
2219-mvuso,0.5008,Medium,Send personalized engagement email
1053-mxttk,0.0886,Low,No action required
1530-ztdoz,0.3141,Low,No action required
1301-lopvr,0.1371,Low,No action required
0853-twrvk,0.0785,Low,No action required
8914-rbtsb,0.5533,Medium,Send personalized engagement email
6212-atmlk,0.6849,Medium,Send personalized engagement email
8200-lgksr,0.1421,Low,No action required
1568-bekzm,0.111,Low,No action required
0670-anmuu,0.0999,Low,No action required
6897-rwmub,0.1104,Low,No action required
0963-zbdrn,0.7155,High,Offer retention discount immediately
7594-rqhxr,0.9114,High,Offer retention discount immediately
6999-chvcf,0.3722,Low,No action required
6134-kwtbv,0.0448,Low,No action required
1077-huujm,0.8045,High,Offer retention discount immediately
6331-ewieb,0.7731,High,Offer retention discount immediately
0895-lnkrc,0.0747,Low,No action required
2045-bmbtj,0.3316,Low,No action required
8417-gsoda,0.1773,Low,No action required
5171-eplkn,0.0554,Low,No action required
4452-qiieb,0.4559,Medium,Send personalized engagement email
5998-vvejy,0.6907,Medium,Send personalized engagement email
1624-naloj,0.8873,High,Offer retention discount immediately
6741-egcbi,0.6393,Medium,Send personalized engagement email
7820-zygny,0.1285,Low,No action required
4317-vteoa,0.8211,High,Offer retention discount immediately
9677-avked,0.1398,Low,No action required
1670-svowz,0.7227,High,Offer retention discount immediately
2227-jrsjx,0.7135,High,Offer retention discount immediately
9847-hnvgp,0.0639,Low,No action required
6696-ydayz,0.0603,Low,No action required
8980-wqfwl,0.4845,Medium,Send personalized engagement email
1730-zmame,0.7193,High,Offer retention discount immediately
6506-eycnh,0.1953,Low,No action required
4634-jlrjt,0.6351,Medium,Send personalized engagement email
9501-ukknl,0.4721,Medium,Send personalized engagement email
2560-qtsbs,0.029,Low,No action required
7541-ylxcl,0.17,Low,No action required
4795-wrnvt,0.3135,Low,No action required
6080-tcmyc,0.6717,Medium,Send personalized engagement email
0260-zdlgk,0.6777,Medium,Send personalized engagement email
7860-uxcrm,0.1152,Low,No action required
6357-jjpqt,0.858,High,Offer retention discount immediately
2292-xqwsv,0.1477,Low,No action required
9552-tguzv,0.7367,High,Offer retention discount immediately
5913-inrqv,0.1559,Low,No action required
8722-ngnbh,0.5274,Medium,Send personalized engagement email
6210-kbbpi,0.874,High,Offer retention discount immediately
9643-yblur,0.5883,Medium,Send personalized engagement email
8734-fnwvh,0.2877,Low,No action required
9447-yptbx,0.0653,Low,No action required
0133-bmfzo,0.8477,High,Offer retention discount immediately
6128-czomy,0.8269,High,Offer retention discount immediately
9540-jyroe,0.7144,High,Offer retention discount immediately
9026-lhevg,0.5534,Medium,Send personalized engagement email
2260-ustrb,0.8207,High,Offer retention discount immediately
3656-tkrvz,0.6723,Medium,Send personalized engagement email
7011-cveuc,0.6553,Medium,Send personalized engagement email
6185-tasnn,0.8496,High,Offer retention discount immediately
7925-pnrgi,0.4101,Medium,Send personalized engagement email
8623-tmrby,0.6579,Medium,Send personalized engagement email
1552-czcll,0.1492,Low,No action required
3038-pqiuy,0.3686,Low,No action required
1501-sghbw,0.6161,Medium,Send personalized engagement email
9313-cdogy,0.2029,Low,No action required
8148-bplzq,0.4903,Medium,Send personalized engagement email
2623-dryam,0.4353,Medium,Send personalized engagement email
9987-lutyd,0.1744,Low,No action required
3208-ypioe,0.5508,Medium,Send personalized engagement email
4488-kqfdt,0.4855,Medium,Send personalized engagement email
2612-ranwt,0.8386,High,Offer retention discount immediately
5693-pipcs,0.399,Low,No action required
0491-kapqg,0.7199,High,Offer retention discount immediately
1925-lfczz,0.142,Low,No action required
8039-eqpim,0.0978,Low,No action required
6900-pxrms,0.7294,High,Offer retention discount immediately
8707-rmezh,0.1151,Low,No action required
3346-brmis,0.6329,Medium,Send personalized engagement email
3209-zpkfi,0.4078,Medium,Send personalized engagement email
6479-vdgrk,0.0392,Low,No action required
9373-wsloy,0.4698,Medium,Send personalized engagement email
2933-filnv,0.5755,Medium,Send personalized engagement email
3569-jfodw,0.0403,Low,No action required
9819-fbnsv,0.5565,Medium,Send personalized engagement email
9544-pypsj,0.5004,Medium,Send personalized engagement email
1591-xwlgb,0.0367,Low,No action required
0396-ukgai,0.3455,Low,No action required
3243-zhohy,0.067,Low,No action required
5186-ejegl,0.6091,Medium,Send personalized engagement email
7527-qnrus,0.091,Low,No action required
9986-bonce,0.3883,Low,No action required
2722-jmoni,0.873,High,Offer retention discount immediately
2203-ghnwn,0.5587,Medium,Send personalized engagement email
3878-avsoq,0.9139,High,Offer retention discount immediately
3258-sysws,0.0735,Low,No action required
5296-psyvw,0.0826,Low,No action required
6319-qsusr,0.2368,Low,No action required
4083-eugrj,0.2472,Low,No action required
7579-oopec,0.7092,High,Offer retention discount immediately
0512-flfdw,0.3781,Low,No action required
1771-oadnz,0.7683,High,Offer retention discount immediately
0487-crlzf,0.158,Low,No action required
2107-fbptk,0.768,High,Offer retention discount immediately
9451-wlyri,0.028,Low,No action required
8219-vybvi,0.0664,Low,No action required
1991-vopll,0.1103,Low,No action required
9738-qlwtp,0.2534,Low,No action required
1016-djtsv,0.8131,High,Offer retention discount immediately
9419-ippbe,0.2756,Low,No action required
0174-qrvvy,0.0332,Low,No action required
5699-bncas,0.0556,Low,No action required
2900-phpln,0.0525,Low,No action required
0612-rtzza,0.8428,High,Offer retention discount immediately
8106-gwqok,0.1594,Low,No action required
8751-edeka,0.4958,Medium,Send personalized engagement email
6878-ggdwg,0.1779,Low,No action required
4039-pimhx,0.1591,Low,No action required
8450-luguk,0.0773,Low,No action required
3604-wlabm,0.5318,Medium,Send personalized engagement email
0795-gmvqo,0.2959,Low,No action required
2259-ouusz,0.2432,Low,No action required
1142-ihloo,0.1617,Low,No action required
6410-lefen,0.5616,Medium,Send personalized engagement email
4633-mkhyu,0.8085,High,Offer retention discount immediately
6257-rjohi,0.6082,Medium,Send personalized engagement email
1545-jfuml,0.2373,Low,No action required
3194-orpik,0.5379,Medium,Send personalized engagement email
7826-vvkwt,0.4806,Medium,Send personalized engagement email
1353-ghzos,0.2021,Low,No action required
2587-ekxts,0.6668,Medium,Send personalized engagement email
5442-bxvnd,0.2412,Low,No action required
8816-vxnzd,0.9116,High,Offer retention discount immediately
9378-fxtiz,0.1639,Low,No action required
1723-hkxjq,0.7371,High,Offer retention discount immediately
7825-gkxmw,0.7622,High,Offer retention discount immediately
9753-oylbx,0.5911,Medium,Send personalized engagement email
2364-ufrom,0.1653,Low,No action required
6656-jwrqx,0.6681,Medium,Send personalized engagement email
6473-uluht,0.5224,Medium,Send personalized engagement email
1240-knsez,0.6351,Medium,Send personalized engagement email
0836-seylu,0.4559,Medium,Send personalized engagement email
4433-jcgcg,0.7424,High,Offer retention discount immediately
3716-bdvdb,0.921,High,Offer retention discount immediately
7688-awmdx,0.0683,Low,No action required
2842-bcqge,0.5541,Medium,Send personalized engagement email
7244-qwyhg,0.1649,Low,No action required
5899-mqzzl,0.6932,Medium,Send personalized engagement email
6849-oyamu,0.4146,Medium,Send personalized engagement email
5312-uxesg,0.5317,Medium,Send personalized engagement email
9488-hgmjh,0.9139,High,Offer retention discount immediately
6038-gcyec,0.332,Low,No action required
2150-wlkuw,0.1599,Low,No action required
7159-fvypk,0.6949,Medium,Send personalized engagement email
7032-lmbhi,0.1599,Low,No action required
1150-wfarn,0.2457,Low,No action required
6088-bxmrg,0.719,High,Offer retention discount immediately
3144-audbs,0.6846,Medium,Send personalized engagement email
4821-sjhjv,0.5687,Medium,Send personalized engagement email
7346-medwm,0.5985,Medium,Send personalized engagement email
1137-dgowi,0.1346,Low,No action required
5616-prtnt,0.359,Low,No action required
3812-lrzir,0.1596,Low,No action required
4818-qiufn,0.7725,High,Offer retention discount immediately
9483-gcpwe,0.07,Low,No action required
4227-ojhal,0.1148,Low,No action required
9220-cxrsc,0.0999,Low,No action required
4993-jcrgj,0.6115,Medium,Send personalized engagement email
9537-jalfh,0.0378,Low,No action required
6698-oxetb,0.0738,Low,No action required
2103-zrxfn,0.676,Medium,Send personalized engagement email
3724-bscvh,0.0681,Low,No action required
4877-tsoff,0.1242,Low,No action required
9209-nwpgu,0.2086,Low,No action required
6961-vcpmc,0.6645,Medium,Send personalized engagement email
7306-ydsoi,0.1073,Low,No action required
5288-ahoup,0.8265,High,Offer retention discount immediately
6688-uzpwd,0.8775,High,Offer retention discount immediately
0655-ydgfj,0.2961,Low,No action required
8468-ehyja,0.6654,Medium,Send personalized engagement email
6823-sidfq,0.0264,Low,No action required
1097-fspvw,0.341,Low,No action required
2839-rfsqe,0.3637,Low,No action required
8328-skjno,0.1223,Low,No action required
7010-zmvbf,0.176,Low,No action required
5201-cbwyg,0.0446,Low,No action required
0968-gsikn,0.8433,High,Offer retention discount immediately
1965-ddbwu,0.7061,High,Offer retention discount immediately
9057-sihch,0.8961,High,Offer retention discount immediately
